"UserId","Review Text","Rating","Time","Reviews Count","Followers Count","Photos Count"
"52485847","#HYDERABADIFOODTHERPAY
One of the best buffets you can have in hyd is at Jonathan's Kitchen. A very calm place with a beautiful ambience. Every dish will make you realize that you didn't do any mistake by coming at this place. This is a to-go place for every one
We had few mocktails like :
Ornge Delight : likely to boost u in this weather.
Cucumber & Mint
Virgin Pinacolada
Spicy Tango
Blue Lagoon
Now coming to Food :
GRILLED POMFRET
CHILLI CHICKEN - This was good, neither spicy nor less
CRISPY CORN - This was crispy with onion added in it. If you love corn then you're gonna enjoy this.
THAI BASIL CHICKEN WINGS
CHICKEN WONTON
NAWABI SHIKAMPUR KEBABS - This was perfectly prepared kebabs with pudina chutney was delicious
BUTTER GARLIC PRAWNS i loved them as prawns are my fav.
DRAGON PRAWNS - The name itself defines Dragons
DAL TADKA
RARA GHOSHT
AMRITSARI KULCHA n BUTTER NAAN was yummmmm
BURNT FRIED RICE WITH SCHEZWAN CHICKEN GRAVY
This combination can never be wrong, as i feel everyone love this combination.
Deserts :
One can never end their meal without a desert.
GULAB JAMUN - This is a favorite one.
CHOCOLATE JAMUN WITH ICE CREAM - A Hot choclate brownie topped with ancold ice cream. when you eat this. its so amazing in taste. and everyone who's going to order this would love this desert.
Service - 5/5
Ambienece - 5/5
Taste - 5/5",5,"2019-04-14 16:04:25",56,126,16
"34515229","A decent place overall. It has a nice ambience though it can get pretty crowded and noisy during peak hours. The menu is pretty wide-ranged. We ordered a couple of appetizers and a Pasta in main course. Appetizers were not very good. Chilli broccoli was too oily. However the Pasta was really good. ",4,"2019-04-11 17:39:24",6,7,0
"52357067","My steak experience here was a lovely one. Though I asked for medium rare done steak I was served a well done chunk of chewey meat that I didn't appreciate. The sides however were perfectly made and impressed me all on their own. The light and brightly lit interiors with white flowy curtains that never allow harsh sunlight to make eye contact make this place lovely for a laid back brunch. The eatery has an aura of tranquility that you simply cannot deny. ",4,"2019-04-11 03:42:14",48,19,0
"2280096","I have heard lot about the place but finally tonight I managed to visit it. They have an interesting and a wide range of a la carte menu and thats what we all were hoping to try out. 
The ambiance is similar as of any fine dining restaurant.
I heard reviews about their service being a bit slower, but luckily I did not experience that tonight (might be due to the lesser rush on a weekday night), rather I found the service quite good.
The quantity of the dishes served did justice to the term value for money.
Recommendations: 
Blackened salmon steak
Rib eye steak (one of the very few places in Hyderabad where they served an actual medium rare steak!!)
Sirloin steak
Cilantro fish
Jumbalaya
Cheese cake with blue berry compote",4,"2019-04-10 00:14:09",74,266,8
"34449853","It was a lovely experience. We ordered kimchi fried rice and exotic assorted veggies with chili basil sauce. Loved both of them. They were properly cooked . Mushrooms in kimchi fried rice were just delicious.
Not to forget the dessert: baked Alaska: it's a must try.
4 stars coz it's quite far. Baring that it's a pretty sweet restaurant ",4,"2019-04-07 17:18:20",4,4,3
"1000652","Went on a Saturday night. Nice cosy place,well lit and classy ambiance. Opted for a'la carte as we had a snack on our way. We were in a little early and found ourselves a good place to sit. Ordered a burger and pizza. Both were lip smacking. Portion size was huge. Absolute VFM. Zomato gold helps keep the place pocket friendly :) Will surely visit again.",5,"2019-04-06 22:45:25",8,78,2
"873715","I have visited Jonathan's kitchen on many occasions. One thing that strikes me is for such a big restaurant, their service is not so nice. Also, they denied us Zomato gold services saying we were sitting in Komatose, however as per their front staff, they told us to sit in Komatose as they didn't have seat in Jonathan's kitchen but the food, menu and staff will all be from Jonathan's. Hence we sat and ordered and later, found out, no gold accepted.
I have tried their buffet, ala cart, Sushi and everything else, Nothing extraordinary. The only benefit is, it is close to my place. ",3,"2019-04-06 22:36:33",40,32,0
"34767243","Came to get dinner, made a reservation in advance. Sat for the first 10 mins waiting for someone to get a menu and water.. after 20 mins of waiting for water and asking a few times for someone to take the order we decided to leave when no one came. Still no questions asked on why we're leaving. I guess one can plan a visit if they have a lot of time in their hands and or are not hungry. Had heard good things but this experience changes my mind completely. Won't recommend it for the service",1,"2019-04-06 21:55:03",2,1,0
"29973853","Go to place for office team dinners. Food is simply amazing with a large variety of dishes being served. felt the lighting can be improved a bit.",4,"2019-04-06 18:09:13",25,5,0
"1383151","Did not enjoy our evening at all. Just realised not to order Sushi if it's not an authentic Japanese restaurant. Nigiri and uramaki were rice and rice and rice.. I made it a little interesting by adding as much wasabi as my brain could take. Waiters were very transactional. Told them it's my daughter's birthday and asked for a cake. They had a blueberry cheesecake in dessert and said that's all they can offer. We'll ordered the cake and had her cut it. None of them bothered to wish her or atleast be by our side while she was cutting the cake. Why do I bring this up? Cos this is a 3-4 star hotel and the staff is expected to be well trained and courteous. Service was very slow.. overall a lousy experience. ",2,"2019-04-03 22:19:18",36,138,0
"22092","The place has a nice vibe and the dishes are really tasty and they have a lot of options in buffet. Very nice ambience and polite waiters. The place little pricey but good to go with family.",4,"2019-04-03 11:09:57",4,5,1
"76783669","A peaceful n quite place is something u want after a hectic schedule where u can spend some quality time with friends or family that relaxes u for sometime.....even I wanted to relax n take a break from my hectic schedule.......one or two days later few of my friends invited me to this place n was delighted to know this place n it was perfect for me as I exactly wanted to head to a place similar to this......believe me guyz it's an awsome place n definitely u will fall in love with it.......
LETS begin with drinks first
They served so many MOCKTAILS like
ORANGE DELIGHT had amazing blend of vit C to give u the boost in this hot weather
CUCUMBER n MINT very refreshing to beat the heat n taste was good too
VIRGIN PINA COLADA not good as it had coconut n pineapple flavor n I'm not a fan of coconut flavor especially in drinks,so it was a No No for me
BLACK CURRANT tasted good
SPICY TANGO had a tinge of masala like jaljeera n a dash of spiciness dat had a pinching sensation on the throat.....little different n can be taken
BLUE LAGOON as the name says it's a blue colored drink dat had blue caracao syrup added with few lemon wedges n mint leaves.....tasted realllllyyy good
FOOD
GRILLED POMFRET
a big fat good looking pomfret😋 marinated with an awsome blend of very basic n flavorful spices n grilled to perfection....served with mint yogurt dip along with onion rings n lemon wedges.......fish was full of flavors with each bite giving superb taste n it was fresh as the taste of fish meat was very good n not at all smelly......well presented n delicious👌
CHILLI CHICKEN
Chunks of boneless chicken coated with batter n fried till golden brown,tossed in a chilli soy based sauce with onion,cubed capsicum,dry red chillies n spring onion stalks topped with handful of cashews n raw cabbage.....overall tasted very good n chicken was perfectly cooked n the sauce that was coating it was fab too...
CRISPY CORN
Crunchy corn topped with some garlic n onions is the best of anything that one could possibly desire for........ if you love crispy corn then u you cannot miss this.....it was a fantastic appetizer to start our meal with.......do not miss this guyzz 👍
THAI BASIL CHICKEN WINGS
When chicken wings are coated in a delicious schezwan style thai chilli garlic sauce with a touch of basil leaves u get an awsome result.....it was very different kinda wings which we don't usually get at other places.......delicious
CHICKEN WONTON
Minced chicken filling wrapped in wonton sheets served with sweet chilli dip......filling had a quite dominant flavor of vinegar otherwise it was fine.....
NAWABI SHIKAMPURI KEBAB
Usually shikampur is flat round shape n filled with yogurt,but here it was in a round ball shape filled with yogurt n onion dip.....shikampur was cooked very well n was going very well with the mint sahi chutney n onions on the side...
DRAGON PRAWNS
Crispy fried prawns tossed in red chili n garlic sauce
BUTTER GARLIC PRAWNS
By far one of the best butter garlic prawns I had till now.....crispy fried prawns tossed in a velvety buttery n garlicky sauce with onions n spring onion stalks topped with sesame seeds n raw cabbage......👌
TIGER PRAWNS
Jumbo is also a small word to describe the size of these prawns....whoa mahn!!!!
Tiger prawns was the right name given to this dish as the prawns sized huge....tossed in a very basic garlic,salt n pepper sauce served on a bed of blanched spinach topped with lemon wedge.....it was a bit hard but other than that the flavors were good
DAL TADKA
Well blended with perfect tempering of dry red chillies,chopped garlic,cumin seeds n oil.....was one of my favorite from the main course items.....delicious
RARA GOSHT
Minced meat gravy dat was delicious n spices did not overpower the whole dish which was the best part of this dish
BUTTER NAAN n AMRISTSARI KULCHA tasted yummmmm
BURNT FRIED RICE WITH SCHEZWAN CHICKEN GRAVY
This combo can never go wrong.....both the dishes complimented each other n it tasted fab!!!
DESSERTS
GULAB JAMUN
Perfect rounds of gulab jamun served with sugar syrup n sprinkled with chopped almonds wer yummmmmm
Perfectly cooked with just the right color
CREME BRULEE
It consists of a rich custard base topped with a layer of hardened caramelized sugar....... it was served slightly chilled topped with plenty of fruit cuts n presented with apple slices by the side.......
It was different from other places n tasted yummm
CHOCOLATE FONDANT WITH VANILLA ICE CREAM
When a warm choco lava cake is topped with a scoop of vanilla ice cream drizzled with loadz of chocolate sauce n dusted with powdered sugar den there is nothing else u want in ur life😋
SERVICE was on point.....staff was very polite n humble
Delivered each n every item with punctuality n was never rude even if we asked something too many times....good team
FINALLY would like to recommend this place to people who would like to spend some quality time with family,friends or der loved ones in a peaceful n quite place accompanying with some delectable food.....even very good to conduct ur business meetings.....overall it's convenient for everyone.........do visit this place n njoy 😁 ",4,"2019-03-31 23:25:05",59,97,8
"33261230","One of the few places in Hyderabad to boast of delicious cuisines, amazing ambienence and splendid live music. A big shout to Surendra , for the exceptional service. They offer a wide spread of dishes and drinks.we had gone for buffet and enjoyed the night thoroughly. Would definitely recommend any foodie!!!",5,"2019-03-30 23:33:47",2,2,0
"1578119","exceptional service by the team especially Surendra thanks for having us and giving us a great time with amazing drinks and food. Anil gave us a great service too.",5,"2019-03-30 23:28:21",6,76,0
"52940679","Amazing food.. super amazing staff.. love all d stuff.. be it continental, italian, Japanese or Indian !!👍👍👍
Kids friendly.. lively n lovely !! Thank u so much Yamuna for all d suggestions ( hv all been super delicious) n for ur hospitality.
Keep it up guys♥️",5,"2019-03-29 21:21:02",1,1,0
"38294213","Very bad service, food was not good. They took lot of time for clearing the plates, arranging tables.  Had to pay the money without bill. not worth at all for that price.",1,"2019-03-28 16:26:13",1,1,0
"29793146","I love the food here they have a great spread for their buffet. However I have never had the buffet so I wouldn’t comment on the taste, but the spread is definitely good cz I checked that out. I come here and order right out of the menu and over time have fallen in love with their Fish items from the grill section. I have had the Blackened salmon steak, Cilantro Fish and the Murrel Crust and have loved each one. However, if I had to pick one it would be the Salmon and that too would win by a very close margin. Apart from their fish I love their Spring Chicken and Chicken Confit as well. If you love grilled meat that is cooked delicately in continental cooking style, then this place should be on your list of restaurants to visit.
Coming to the ambiance, it’s minimalistic and chic. The staff is polite and warm. They have a Zomato gold offer on food, so that’s amazing because the food is a little on the pricier side. I definitely plan to have their buffet soon and will update this post accordingly.",5,"2019-03-28 14:30:59",21,58,2
"50231866","I have been there for quite a few time now, for brunch, Ala cart as well as only for dessert.
Brunch- They do have a hell variety of items and I am sure you won't be able to taste them all...I liked their starters very much which had egg options, pan cakes, sautee vegetables, idly, dosa and many more.It was fulfilling in itself.If you also love brunch than it is definitely worth trying and value for money.
Dessert- I went their only for dessert once and had Tiramisu and chocolate ganache...both of them tasted amazing...except Tiramisu base was little watery after sometime but still it managed to satisfy my craving.
Food-5/5
Ambiance-4/5
Service-4/5
Price-4/5",4,"2019-03-27 14:58:42",93,155,7
"51488191","One of the worst places to visit ...horrible experience... We waited for 45 min after placing our order and then walked out of the place without eating anything... First they misplaced the order at a time when there was only two other busy tables and then they had the audacity to come with a pizza and offer us and then realize that it was for someone else...",1,"2019-03-25 21:24:27",5,1,0
"69970310","Best place Ever Jonathan's Kitchen
If you are near Gachibowli and are planning to have a perfect lunch or dinner so I recommend you the best place is Jonathan's kitchen, where you can visit with your family and friends. I really loved this place from it’s ambiance to food and service, everything’s top notch.
It was Wednesday night and we were near Gachibowli and really hungry, when I suggested we will visit Jonathan's Kitchen, it is my favorite place to hangout. I was with my five friends and we started our dinner with their special starters Grilled Pomfret, Chili chicken , Crispy Corn , Chicken Wings, Nawabi shikampuri kebab, Dragon prawns and Tiger prawns. All of the starters were the best, I have never tried such before anywhere. Now that the starting was the best, I promise at the end it will be a blast.
Grilled pomfret was tasty and soft to bite, it was properly cooked with perfect spices and we ordered this twice. It was so good! Chili chicken wasn’t much spicy, it was well equitable of spices and the best starter to start our dinner. Crispy corn I have tried at many restaurants and I loved Flechazo’s before, but now I can say the best crispy corn is at Jonathan's kitchen. I think this is the best compliment. Chicken wings for this just one word magnificent!
Then my favorite part were the prawns. Here we tried 3 different types of prawns, Butter Garlic prawns; this is just out of the world first time we have tried this really the taste is unforgettable, Dragon prawns; one of my friends suggested me to try this here, Mr. Tarak, the name itself represents dragon prawns. It is the best in prawns compared to tiger prawns, Tiger prawns; these were too large in size, I have never seen the size of prawns like tiger prawns taste also too good it was the best to end our starters.
Then we ordered some mocktails because it’s mandatory; Orange delight ,Cucumber n mint, Virgin pina colada ,Black current, Spicy tango and Blue lagoon or blue heaven. Every mocktail has their own specialty. Orange delight and cucumber n mint were the winners of the evening. Black current is really good in taste and refreshing. Spicy tango and blue lagoon were the ultimate mocktails. Every mocktail is best at Jonathan's kitchen.
Then it’s time for main course, in that we ordered Dal Tadka and Rara Gosht with Butter naan and Amritsari Kulcha, and Burnt Fried Rice with Schezwan Chicken Gravy. Every dish just left us speechless! Dal tadka and rara gosht tasted absolutely great with butter naan and Amritsari Kulcha. Burnt Fried Rice with Schezwan Chicken Gravy was the ultimate dishe to end our phenomenal dinner at Jonathan's kitchen.
But without dessert, I never end my dinner. So here we ordered Gulab jamun, Chocolate fondant cake with vanilla ice cream and Cream brulee with Fresh fruits. All the desserts are just marvelous to end our dinner.
Thanks to Mr. Rashid for the lovely dinner at Jonathan's kitchen. Thanks to the entire team of Jonathan's kitchen who served us in a very good way and special thanks to Surrender and Chef vijay.
Must Try:
Dragon prawns
Butter Garlic Prawns
Tiger Prawns
Grilled pomfret
Crispy corn
Orange delight
Cucumber n mint
Rara Gosht
Burnt Fried Rice with Schezwan Chicken Gravy
Chocolate foundant with vanilla ice cream
Creme Brulee",5,"2019-03-25 12:18:37",28,1623,9
"210604","This was my second trip here, after a long gap in between. Overall fine experience. Service is good. We ordered the Prawn Sushi and Jambalaya. The taste of the food is good. Liked the sushi, though found the pieces a little too big. The jambalaya was good in taste and presentation. Overall, good ambience with decent food. Liked the ambience and service better than the food.",3,"2019-03-25 02:18:36",9,103,0
"946306","This place is overrated donno why it's rating and taste doesn't match. We had a team lunch here. Food looked pleasing with vibrant colors but taste was tasteless please carry salt & pepper along. Only dish which our group enjoyed was curd rice & peanut chat.
Taste , rating & cost has no connection among themselves",1,"2019-03-24 15:17:41",27,15,0
"38795544","I suggest pls pls don’t visit this place . Such a worst food I never experienced. The worst experience is I found a bug in a blue berry cheese cake and also so many flies . I would rate 0 if i had a chance . No smiling service would again and again suggest don’t visit this place.",1,"2019-03-24 15:03:22",1,1,0
"2433000","They said it's one of the best buffets in the city and my experience says otherwise.The service of the place can test your patience in manyways when it's packed.Everything that was there in the buffet was icecold from starters to maincourse.Seriously guys..??!! Huge disappointment this one was.Been here for lunch on holiday,even though i made a reservation before hand it took 30 min for us to get a table.Service, i always let go even if the service is not uptothemark cause it's understandable and afterall they are human.This one was unacceptable.It was a buffet(everything selfservice) only thing they are supposed to do was provide cutlery which they failed even after asking for multiple times.I walked upto the cutlery table to get it myself and they gave me 2 spoons and one plastic spoon for a table of 6.😂The taste of the food in the buffet,total off.Below average spread and taste.Nothing caught my attention to even write about it.The kebabs were all dry,the classic crispy corn was rock hard .The fish curry,i think they accidentally put fish in the salt gravy.Why is it so hyped,i still don't get it.May be i visited this on restaurent's bad day.But it was a bad lunch day for me and my friends.We just know how to have fun in the crisis,good for us,otherwise you can land up in a huge disappointment.",2,"2019-03-24 14:34:15",84,635,0
"33916626","One of Hyderabad's most stylish fine dining places, Jonathan's Kitchen serves lip-smacking culinary delights paired up with a cool and extensive bar menu. The luxurious ambiance and enchanting music make this place an ensemble of various occasions. I was here for a Tuesday night dinner with some friends and we experienced a flavorful time.
We started off with some amazing starters; Butter Garlic Prawns, Grilled Pomfret, Dragon Prawns, Crispy Corn Pepper Salt, Chicken Wonton and Nawabi Shikampuri Kebab. The Prawns were just fabulous, they were a perfect start to our dinner. Grilled Pomfret was also very good. Crispy Corn were the best that I've ever had, they've topped my last best opinion. Chicken Wonton had a perfect crisp covering and the filling was really great. Lastly, the Nawabi Shikampuri Kebab were very juicy and succulent.
Next we had some of the finest mocktails; Orange delight, Cucumber n mint, Virgin pina colada, Black currant, Spicy tango and Blue lagoon or blue heaven. All of these were very refreshing and perfect to have before moving onto the main course, while still enjoying the appetizers. Although Virgin Pina Colada wasn't that great, and Orange Delight the best.
We had an array of dishes from the main course, starting off with the ambrosial Chateaubriand, tenderloin cooked medium rare and served with creamy spinach and mushroom cream. It is a high end dish, and it did keep it's name.
Then we savored Rara Gosht and Dal Tadka curries with Butter Naan and Amritsari Kulcha. Both curries were absolutely delectable and were a divine treat to our taste buds. Lastly, we had Fried Rice with Schezwan Chicken Gravy. This was an absolute favourite of all, a tempting and toothsome Chinese dish with succulent chicken crispy on the outside juicy inside, slathered with a hot sweet uniquely spicy and sticky Indo Chinese schezwan sauce that just made our night.
We ended our dinner with the most sumptuous desserts; a classic Gulab Jamun, a fruity Creme Brulee, and a luscious Chocolate Fondant Cake with Vanilla Ice Cream. A perfect end to an amazing dinner. We had a wonderful time here and are just waiting to visit again.",5,"2019-03-22 15:03:01",57,1122,8
"96353337","Attractive restaurant, gd service, staff and delicious food and drink.The restaurants was very bg even on Wednesday evng. And are getting always gd sign..its really impressive..there was two boys..namely surendra and rupesh was too gd i feel for this industry...god bless them for there bright life.
Regard
Dileswar",5,"2019-03-20 07:01:54",1,0,0
"14884251","Team's is quite good , especially The two hostesses Ms.Bhargavi and Ms.Yamuna are very helpful and ready to help.... Coming to food It's just heaven to my taste buds
I recommend this place to all of you..!!",5,"2019-03-17 21:07:06",1,2,0
"2025658","Pathetic service. Staff is not trained. Served cold food. Food is not great. Service is way too slow. Staff has no knowledge about anything. Will not come again. ",1,"2019-03-15 21:45:09",1,19,0
"41446940","The place had too many mosquitos.
Food was served cold and was below average
Service was not upto the mark.
Ambience was good.
Not worth it.",2,"2019-03-15 21:19:21",4,3,0
"56485817","worst service I ever experienced. If we order an item no one take responsibility to bring it. They will stay at the corner and chit chat each other. There was a lady I said ur servicing was very worst and smiled in sarcastic way and went off. They will replace items after 20min. We have to wait for that item. Even bowls for sweets they will bring after half an hour that too not more than 5. At last I feed up with the services and had thought to have sweet and I find an Cockroache in the bowl I called the lady and waiter they did not responded. Then I went to kitchen and called a person ranjith he took the bowl and went inside the kitchen and came back and said sorry and offered 5 Ice creams. We were around 30 people. And he saying to come in the evng or next day. I don't know what they think about the customers. Basically it looks like decent and star hotel but the people and the service just like irani cafe. At least in cafe if we order they will get it fast or else inform us if it late. I heard lot about Jonathan kitchen food is absolutely good. But the people their behaviour and neatness was very very bad. Kindly find the attachment. Thank you and I never visit u. ",2,"2019-03-14 19:55:32",4,4,0
"34073096","Writing this review for so called much hyped restaurant of Hyderabad- Jonathan's kitchen
Went to celebrate my bday today..It was the worst food buffet I ever had in any above average costly restaurant.They charge so high for this shitty buffet.
1. Ambience- Even a local resaturant also have some areas of decoration in their restaurant but they have it like a messy hall. No theme no decoration
2. Service- No serving of starters, no serving of even water until u ask,no serving of even sauce at your table and waters think themself like heroes here.
3. Food- The worst part of it..Some stale starters of chicken and fish. Veg ones you cant even chew corn items as they might be few days old.One chicken starter only had some taste. Main course is also pretty below average.Pasta is good.Pizza(so called best Hyderabadi pizza) was worse than a 50rs local shop pizza.
Deserts- they put some sweets of local shops as deserts.
Two juices as welcome drinks were Ok.
I gave two stars rating because manager politely listened to all my complaints on food ambience and all and gave a delicous pudding cake to celebrate my bday.Thanks for that.
They themself agreed that their lunch buffets are generally not that great we should try a la carte..Will do that if I will ever try to take this risk again😜",2,"2019-03-13 21:45:14",11,3,0
"48078471","Worst dining experience I ever had till now.
service staff was extremely rude, so slow that we had to cancel a few items after waiting for 45+ minutes and asking multiple times for it.",1,"2019-03-13 21:33:45",2,2,0
"3023504","Nice ambiance. This place has a very good fine dining experience. The food is good too. A little expensive but is worth the price. I used zomato gold, so received a nice discount on food. ",5,"2019-03-13 13:04:53",5,99,0
"34492416","We went here for a friend's birthday. The service is extremely bad. The servers routinely forgot orders and various dishes didn't come and they still charged us for the same. We had to fight to get those off the bill. The food is also bland and nothing to write home about. Extremely disappointed. Not at all recommended. ",1,"2019-03-12 22:02:27",1,4,0
"1263748","Quality of food is really great. Ingredients are top of the line which give a great product. A must visit. Service is equally great. Our food took some time but it was worth the wait. ( The restaurant was busy with the Sunday Brunch and probably alacarte orders need equal attention)",5,"2019-03-10 16:59:33",40,54,0
"44725617","Had a really boring day at office so I invited my friends for a lunch at Jonathon’s kitchen. The place has a really nice atmosphere. I ordered dragon prawns , which was as nice as it could that I thought of ordering again. My friends ordered soup, which is the most hateful thing by me in food. The prawns were really soft, crunchy and tasty. The vegetables onions, bell peppers were all tasted good due to harmony between the sauces used to cook the prawns. As main course we ordered salmon steak which was really the size of a steak with vegetables and creamy sauce. I, like usual , ordered Indian cuisine which was butter naan and chicken tikka masala which was really suffice for me. The taste was also good. As a whole the food had all the qualities that would make me to visit the place again. It had the taste , the aroma and the visuals were also tempting to try the dish as soon as it’s served. ",5,"2019-03-10 03:25:48",34,51,2
